Time,N,Answer,Ratio,Type
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.2,6,16418,1,approx
5.23,6,16418,1,approx
10.05,6,16418,1,approx
30.19,6,16418,1,approx
60.13,6,16418,1,approx
300.15,6,16418,1,approx
600.2,6,16418,1,approx
1200.23,6,16418,1,approx
1.1,7,24769,1,approx
5.03,7,24769,1,approx
10.16,7,24769,1,approx
30.1,7,24769,1,approx
60.22,7,24769,1,approx
300.1,7,24769,1,approx
600.05,7,24769,1,approx
1200.11,7,24769,1,approx
1.18,8,24379,1.080533641,approx
5.2,8,22562,1,approx
10.13,8,22562,1,approx
30.21,8,22562,1,approx
60.17,8,22562,1,approx
300.11,8,22562,1,approx
600.17,8,22562,1,approx
1200.17,8,22562,1,approx
1.19,9,14161,1,approx
5.22,9,14161,1,approx
10.03,9,14161,1,approx
30.24,9,14161,1,approx
60.1,9,14161,1,approx
300.08,9,14161,1,approx
600.07,9,14161,1,approx
1200.21,9,14161,1,approx
1.19,10,22793,1.064148653,approx
5.05,10,21419,1,approx
10.03,10,21634,1.010037817,approx
30.1,10,21419,1,approx
60.14,10,21419,1,approx
300.15,10,21419,1,approx
600.22,10,21419,1,approx
1200.15,10,21419,1,approx
1.04,11,17391,1.275841831,approx
5.1,11,14835,1.088328076,approx
10.22,11,14835,1.088328076,approx
30.06,11,13822,1.014012178,approx
60.12,11,13631,1,approx
300.11,11,13631,1,approx
600.2,11,13631,1,approx
1200.24,11,13631,1,approx
1.2,12,34237,1.138198138,approx
5.07,12,30719,1.021243351,approx
10.12,12,30989,1.030219415,approx
30.11,12,30080,1,approx
60.24,12,30080,1,approx
300.09,12,30080,1,approx
600.03,12,30080,1,approx
1200.16,12,30080,1,approx
1.24,13,25017,1.091873254,approx
5.17,13,24081,1.051021299,approx
10.14,13,25869,1.129059008,approx
30.18,13,23031,1.005193785,approx
60.24,13,23655,1.032428422,approx
300.23,13,23326,1.018069134,approx
600.18,13,22912,1,approx
1200.16,13,22912,1,approx
1.23,14,23830,1.231397272,approx
5.12,14,20300,1.048987185,approx
10.08,14,19969,1.03188301,approx
30.13,14,20277,1.047798677,approx
60.24,14,20277,1.047798677,approx
300.2,14,19969,1.03188301,approx
600.08,14,19352,1,approx
1200.24,14,19352,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.18,6,16418,1,approx
5.06,6,16418,1,approx
10.03,6,16418,1,approx
30.08,6,16418,1,approx
60.21,6,16418,1,approx
300.06,6,16418,1,approx
600.09,6,16418,1,approx
1200.08,6,16418,1,approx
1.2,7,24769,1,approx
5.13,7,24769,1,approx
10.06,7,24769,1,approx
30.11,7,24769,1,approx
60.24,7,24769,1,approx
300.16,7,24769,1,approx
600.17,7,24769,1,approx
1200.08,7,24769,1,approx
1.25,8,22562,1,approx
5.17,8,22562,1,approx
10.21,8,22562,1,approx
30.24,8,22562,1,approx
60.11,8,22562,1,approx
300.15,8,22562,1,approx
600.09,8,22562,1,approx
1200.11,8,22562,1,approx
1.19,9,22164,1.565143705,approx
5.24,9,14161,1,approx
10.24,9,14161,1,approx
30.06,9,14161,1,approx
60.23,9,14161,1,approx
300.17,9,14161,1,approx
600.12,9,14161,1,approx
1200.16,9,14161,1,approx
1.16,10,21419,1,approx
5.24,10,21801,1.017834633,approx
10.17,10,21419,1,approx
30.2,10,21419,1,approx
60.1,10,21419,1,approx
300.05,10,21419,1,approx
600.21,10,21419,1,approx
1200.08,10,21419,1,approx
1.19,11,19340,1.418824738,approx
5.2,11,13822,1.014012178,approx
10.2,11,15282,1.121120974,approx
30.11,11,13631,1,approx
60.25,11,13631,1,approx
300.06,11,13631,1,approx
600.03,11,13631,1,approx
1200.17,11,13631,1,approx
1.3,12,32859,1.092386968,approx
5.25,12,31330,1.041555851,approx
10.23,12,31640,1.051861702,approx
30.17,12,30719,1.021243351,approx
60.17,12,30080,1,approx
300.13,12,30080,1,approx
600.21,12,30080,1,approx
1200.15,12,30080,1,approx
1.19,13,28671,1.251353003,approx
5.13,13,24892,1.086417598,approx
10.17,13,24363,1.06332926,approx
30.24,13,23723,1.035396299,approx
60.03,13,22912,1,approx
300.18,13,22912,1,approx
600.04,13,22912,1,approx
1200.04,13,22912,1,approx
1.17,14,26382,1.363269946,approx
5.06,14,20962,1.083195535,approx
10.05,14,20962,1.083195535,approx
30.21,14,20393,1.05379289,approx
60.23,14,20393,1.05379289,approx
300.13,14,19969,1.03188301,approx
600.1,14,19352,1,approx
1200.03,14,19352,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.24,6,16418,1,approx
5.22,6,16418,1,approx
10.26,6,16418,1,approx
30.2,6,16418,1,approx
60.19,6,16418,1,approx
300.24,6,16418,1,approx
600.13,6,16418,1,approx
1200.07,6,16418,1,approx
1.27,7,24769,1,approx
5.09,7,24769,1,approx
10.14,7,24769,1,approx
30.09,7,24769,1,approx
60.06,7,24769,1,approx
300.11,7,24769,1,approx
600.07,7,24769,1,approx
1200.14,7,24769,1,approx
1.12,8,23484,1.040865172,approx
5.18,8,22562,1,approx
10.27,8,22562,1,approx
30.18,8,22562,1,approx
60.1,8,22562,1,approx
300.03,8,22562,1,approx
600.17,8,22562,1,approx
1200.18,8,22562,1,approx
1.27,9,17853,1.260716051,approx
5.08,9,14161,1,approx
10.22,9,14161,1,approx
30.09,9,14161,1,approx
60.23,9,14161,1,approx
300.24,9,14161,1,approx
600.24,9,14161,1,approx
1200.05,9,14161,1,approx
1.06,10,22237,1.038190392,approx
5.26,10,21419,1,approx
10.23,10,21419,1,approx
30.26,10,21419,1,approx
60.12,10,21419,1,approx
300.16,10,21419,1,approx
600.21,10,21419,1,approx
1200.19,10,21419,1,approx
1.28,11,15911,1.167265791,approx
5.21,11,14835,1.088328076,approx
10.17,11,14856,1.089868682,approx
30.2,11,14835,1.088328076,approx
60.26,11,13822,1.014012178,approx
300.15,11,13631,1,approx
600.2,11,13631,1,approx
1200.16,11,13631,1,approx
1.06,12,34730,1.154587766,approx
5.06,12,31733,1.054953457,approx
10.24,12,30719,1.021243351,approx
30.25,12,30719,1.021243351,approx
60.19,12,30080,1,approx
300.05,12,30080,1,approx
600.07,12,30080,1,approx
1200.05,12,30080,1,approx
1.04,13,26949,1.17619588,approx
5.2,13,24377,1.063940293,approx
10.18,13,23655,1.032428422,approx
30.09,13,23326,1.018069134,approx
60.05,13,24198,1.056127793,approx
300.05,13,23031,1.005193785,approx
600.05,13,23031,1.005193785,approx
1200.19,13,22912,1,approx
1.25,14,20962,1.083195535,approx
5.03,14,22189,1.146599835,approx
10.06,14,21091,1.089861513,approx
30.19,14,21502,1.111099628,approx
60.06,14,20002,1.03358826,approx
300.24,14,19969,1.03188301,approx
600.17,14,19969,1.03188301,approx
1200.07,14,19969,1.03188301,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.25,6,16418,1,approx
5.2,6,16418,1,approx
10.2,6,16418,1,approx
30.17,6,16418,1,approx
60.12,6,16418,1,approx
300.04,6,16418,1,approx
600.15,6,16418,1,approx
1200.11,6,16418,1,approx
1.22,7,24769,1,approx
5.2,7,24769,1,approx
10.1,7,24769,1,approx
30.18,7,24769,1,approx
60.26,7,24769,1,approx
300.03,7,24769,1,approx
600.22,7,24769,1,approx
1200.24,7,24769,1,approx
1.04,8,23484,1.040865172,approx
5.03,8,22562,1,approx
10.06,8,22562,1,approx
30.23,8,22562,1,approx
60.07,8,22562,1,approx
300.13,8,22562,1,approx
600.22,8,22562,1,approx
1200.06,8,22562,1,approx
1.19,9,18340,1.295106278,approx
5.21,9,14161,1,approx
10.15,9,14161,1,approx
30.22,9,14161,1,approx
60.16,9,14161,1,approx
300.26,9,14161,1,approx
600.25,9,14161,1,approx
1200.1,9,14161,1,approx
1.03,10,22237,1.038190392,approx
5.05,10,21419,1,approx
10.22,10,21419,1,approx
30.05,10,21419,1,approx
60.21,10,21419,1,approx
300.28,10,21419,1,approx
600.15,10,21419,1,approx
1200.28,10,21419,1,approx
1.03,11,15418,1.131098232,approx
5.19,11,16184,1.187293669,approx
10.09,11,14856,1.089868682,approx
30.09,11,13631,1,approx
60.09,11,13822,1.014012178,approx
300.13,11,13631,1,approx
600.17,11,13631,1,approx
1200.18,11,13631,1,approx
1.1,12,33204,1.103856383,approx
5.24,12,30328,1.008244681,approx
10.17,12,30979,1.029886968,approx
30.13,12,30719,1.021243351,approx
60.22,12,30080,1,approx
300.03,12,30080,1,approx
600.16,12,30080,1,approx
1200.25,12,30080,1,approx
1.03,13,25643,1.119195182,approx
5.03,13,25716,1.122381285,approx
10.27,13,24892,1.086417598,approx
30.2,13,23840,1.040502793,approx
60.2,13,24034,1.048969972,approx
300.1,13,22912,1,approx
600.1,13,22912,1,approx
1200.08,13,22912,1,approx
1.04,14,23990,1.239665151,approx
5.12,14,21162,1.093530384,approx
10.14,14,19485,1.006872675,approx
30.27,14,21355,1.103503514,approx
60.26,14,20002,1.03358826,approx
300.25,14,20497,1.059167011,approx
600.04,14,19352,1,approx
1200.23,14,19485,1.006872675,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.23,6,16418,1,approx
5.23,6,16418,1,approx
10.23,6,16418,1,approx
30.26,6,16418,1,approx
60.22,6,16418,1,approx
300.15,6,16418,1,approx
600.24,6,16418,1,approx
1200.22,6,16418,1,approx
1.17,7,27599,1.114255723,approx
5.12,7,24769,1,approx
10.22,7,24769,1,approx
30.11,7,24769,1,approx
60.06,7,24769,1,approx
300.14,7,24769,1,approx
600.24,7,24769,1,approx
1200.17,7,24769,1,approx
1.22,8,24379,1.080533641,approx
5.08,8,22562,1,approx
10.16,8,22562,1,approx
30.12,8,22562,1,approx
60.06,8,22562,1,approx
300.09,8,22562,1,approx
600.25,8,22562,1,approx
1200.11,8,22562,1,approx
1.13,9,18340,1.295106278,approx
5.15,9,14161,1,approx
10.12,9,14161,1,approx
30.04,9,14161,1,approx
60.23,9,14161,1,approx
300.12,9,14161,1,approx
600.14,9,14161,1,approx
1200.21,9,14161,1,approx
1.14,10,21419,1,approx
5.11,10,21419,1,approx
10.09,10,21419,1,approx
30.14,10,21419,1,approx
60.08,10,21419,1,approx
300.17,10,21419,1,approx
600.15,10,21419,1,approx
1200.16,10,21419,1,approx
1.17,11,18061,1.324994498,approx
5.16,11,13822,1.014012178,approx
10.1,11,14835,1.088328076,approx
30.15,11,14835,1.088328076,approx
60.24,11,14835,1.088328076,approx
300.22,11,13631,1,approx
600.11,11,13631,1,approx
1200.26,11,13631,1,approx
1.12,12,30719,1.021243351,approx
5.17,12,31370,1.042885638,approx
10.16,12,31330,1.041555851,approx
30.04,12,30080,1,approx
60.05,12,30080,1,approx
300.06,12,30080,1,approx
600.2,12,30080,1,approx
1200.03,12,30080,1,approx
1.2,13,26534,1.158083101,approx
5.23,13,24363,1.06332926,approx
10.04,13,23723,1.035396299,approx
30.16,13,23723,1.035396299,approx
60.22,13,23840,1.040502793,approx
300.03,13,22912,1,approx
600.28,13,22912,1,approx
1200.06,13,22912,1,approx
1.26,14,21865,1.129857379,approx
5.18,14,21319,1.101643241,approx
10.12,14,20277,1.047798677,approx
30.05,14,21115,1.091101695,approx
60.17,14,20479,1.058236875,approx
300.19,14,19352,1,approx
600.14,14,19352,1,approx
1200.15,14,19352,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.21,6,16757,1.020648069,approx
5.2,6,16418,1,approx
10.19,6,16418,1,approx
30.05,6,16418,1,approx
60.07,6,16418,1,approx
300.14,6,16418,1,approx
600.07,6,16418,1,approx
1200.14,6,16418,1,approx
1.13,7,24769,1,approx
5.18,7,24769,1,approx
10.24,7,24769,1,approx
30.2,7,24769,1,approx
60.13,7,24769,1,approx
300.12,7,24769,1,approx
600.22,7,24769,1,approx
1200.13,7,24769,1,approx
1.18,8,25087,1.111913837,approx
5.23,8,22562,1,approx
10.23,8,22562,1,approx
30.17,8,22562,1,approx
60.03,8,22562,1,approx
300.26,8,22562,1,approx
600.11,8,22562,1,approx
1200.14,8,22562,1,approx
1.21,9,20258,1.43054869,approx
5.15,9,14161,1,approx
10.1,9,14161,1,approx
30.1,9,14161,1,approx
60.03,9,14161,1,approx
300.06,9,14161,1,approx
600.18,9,14161,1,approx
1200.11,9,14161,1,approx
1.17,10,24590,1.148046127,approx
5.07,10,22582,1.054297586,approx
10.08,10,21419,1,approx
30.06,10,21419,1,approx
60.2,10,21419,1,approx
300.14,10,21419,1,approx
600.23,10,21419,1,approx
1200.11,10,21419,1,approx
1.23,11,16656,1.221920622,approx
5.2,11,14856,1.089868682,approx
10.06,11,14968,1.098085247,approx
30.04,11,13631,1,approx
60.09,11,13822,1.014012178,approx
300.16,11,13631,1,approx
600.13,11,13631,1,approx
1200.06,11,13631,1,approx
1.2,12,33391,1.110073138,approx
5.2,12,32584,1.083244681,approx
10.05,12,30080,1,approx
30.15,12,31370,1.042885638,approx
60.06,12,30080,1,approx
300.18,12,30080,1,approx
600.25,12,30080,1,approx
1200.1,12,30080,1,approx
1.21,13,25583,1.116576466,approx
5.13,13,25009,1.091524092,approx
10.18,13,23723,1.035396299,approx
30.17,13,23326,1.018069134,approx
60.11,13,23655,1.032428422,approx
300.11,13,22912,1,approx
600.13,13,22912,1,approx
1200.09,13,22912,1,approx
1.21,14,22676,1.171765192,approx
5.08,14,23161,1.196827201,approx
10.26,14,21223,1.096682513,approx
30.26,14,20300,1.048987185,approx
60.13,14,20277,1.047798677,approx
300.21,14,19352,1,approx
600.1,14,19969,1.03188301,approx
1200.09,14,19352,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.09,6,16418,1,approx
5.18,6,16418,1,approx
10.14,6,16418,1,approx
30.26,6,16418,1,approx
60.23,6,16418,1,approx
300.14,6,16418,1,approx
600.21,6,16418,1,approx
1200.27,6,16418,1,approx
1.12,7,24769,1,approx
5.03,7,24769,1,approx
10.04,7,24769,1,approx
30.15,7,24769,1,approx
60.22,7,24769,1,approx
300.17,7,24769,1,approx
600.2,7,24769,1,approx
1200.09,7,24769,1,approx
1.13,8,26172,1.160003546,approx
5.15,8,22562,1,approx
10.03,8,22562,1,approx
30.03,8,22562,1,approx
60.14,8,22562,1,approx
300.11,8,22562,1,approx
600.25,8,22562,1,approx
1200.13,8,22562,1,approx
1.15,9,14161,1,approx
5.24,9,14161,1,approx
10.07,9,14161,1,approx
30.24,9,14161,1,approx
60.19,9,14161,1,approx
300.06,9,14161,1,approx
600.11,9,14161,1,approx
1200.04,9,14161,1,approx
1.12,10,22237,1.038190392,approx
5.15,10,21419,1,approx
10.17,10,21419,1,approx
30.23,10,21419,1,approx
60.08,10,21419,1,approx
300.09,10,21419,1,approx
600.04,10,21419,1,approx
1200.19,10,21419,1,approx
1.13,11,17454,1.280463649,approx
5.15,11,14856,1.089868682,approx
10.03,11,14835,1.088328076,approx
30.24,11,14835,1.088328076,approx
60.2,11,13631,1,approx
300.19,11,13631,1,approx
600.05,11,13631,1,approx
1200.16,11,13631,1,approx
1.03,12,33985,1.129820479,approx
5.24,12,31502,1.047273936,approx
10.08,12,31330,1.041555851,approx
30.13,12,30989,1.030219415,approx
60.11,12,30080,1,approx
300.17,12,30080,1,approx
600.22,12,30080,1,approx
1200.1,12,30080,1,approx
1.17,13,31359,1.368671439,approx
5.05,13,27221,1.188067388,approx
10.08,13,24760,1.080656425,approx
30.25,13,22912,1,approx
60.03,13,23326,1.018069134,approx
300.16,13,23326,1.018069134,approx
600.17,13,22912,1,approx
1200.21,13,22912,1,approx
1.16,14,25701,1.328079785,approx
5.23,14,22638,1.169801571,approx
10.2,14,21394,1.105518809,approx
30.03,14,21380,1.10479537,approx
60.2,14,20393,1.05379289,approx
300.22,14,20148,1.041132699,approx
600.19,14,19485,1.006872675,approx
1200.06,14,19352,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
