Time,N,Answer,Ratio,Type
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.1,6,16418,1,approx
5.09,6,16418,1,approx
10.06,6,16418,1,approx
30.21,6,16418,1,approx
60.12,6,16418,1,approx
300.17,6,16418,1,approx
600.2,6,16418,1,approx
1200.13,6,16418,1,approx
1.13,7,24976,1.008357221,approx
5.11,7,24769,1,approx
10.05,7,24769,1,approx
30.15,7,24769,1,approx
60.21,7,24769,1,approx
300.18,7,24769,1,approx
600.2,7,24769,1,approx
1200.03,7,24769,1,approx
1.14,8,22562,1,approx
5.09,8,23484,1.040865172,approx
10.1,8,22562,1,approx
30.12,8,22562,1,approx
60.12,8,22562,1,approx
300.11,8,22562,1,approx
600.16,8,22562,1,approx
1200.04,8,22562,1,approx
1.15,9,18025,1.272862086,approx
5.11,9,14161,1,approx
10.25,9,14161,1,approx
30.04,9,14161,1,approx
60.08,9,14161,1,approx
300.07,9,14161,1,approx
600.1,9,14161,1,approx
1200.15,9,14161,1,approx
1.12,10,21801,1.017834633,approx
5.29,10,21419,1,approx
10.21,10,21419,1,approx
30.25,10,21419,1,approx
60.15,10,21419,1,approx
300.08,10,21419,1,approx
600.2,10,21419,1,approx
1200.06,10,21419,1,approx
1.13,11,17391,1.275841831,approx
5.07,11,14835,1.088328076,approx
10.12,11,14853,1.089648595,approx
30.24,11,14835,1.088328076,approx
60.15,11,13822,1.014012178,approx
300.22,11,13631,1,approx
600.2,11,13631,1,approx
1200.24,11,13631,1,approx
1.21,12,32780,1.089760638,approx
5.22,12,32736,1.088297872,approx
10.14,12,32141,1.068517287,approx
30.18,12,30080,1,approx
60.21,12,30719,1.021243351,approx
300.24,12,30080,1,approx
600.14,12,30080,1,approx
1200.23,12,30080,1,approx
1.21,13,25617,1.118060405,approx
5.19,13,24967,1.089690992,approx
10.22,13,24198,1.056127793,approx
30.13,13,22912,1,approx
60.1,13,23031,1.005193785,approx
300.17,13,22912,1,approx
600.23,13,22912,1,approx
1200.07,13,22912,1,approx
1.23,14,23600,1.219512195,approx
5.23,14,20837,1.076736255,approx
10.07,14,20497,1.059167011,approx
30.26,14,21029,1.08665771,approx
60.26,14,19485,1.006872675,approx
300.12,14,20002,1.03358826,approx
600.09,14,19352,1,approx
1200.14,14,19352,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.06,6,16418,1,approx
5.13,6,16418,1,approx
10.12,6,16418,1,approx
30.07,6,16418,1,approx
60.2,6,16418,1,approx
300.26,6,16418,1,approx
600.22,6,16418,1,approx
1200.22,6,16418,1,approx
1.26,7,24769,1,approx
5.04,7,24976,1.008357221,approx
10.25,7,24769,1,approx
30.14,7,24769,1,approx
60.03,7,24769,1,approx
300.2,7,24769,1,approx
600.32,7,24769,1,approx
1200.23,7,24769,1,approx
1.26,8,22562,1,approx
5.07,8,22562,1,approx
10.19,8,22562,1,approx
30.04,8,22562,1,approx
60.26,8,22562,1,approx
300.08,8,22562,1,approx
600.07,8,22562,1,approx
1200.22,8,22562,1,approx
1.04,9,17853,1.260716051,approx
5.31,9,17853,1.260716051,approx
10.13,9,14161,1,approx
30.19,9,14161,1,approx
60.12,9,14161,1,approx
300.04,9,14161,1,approx
600.18,9,14161,1,approx
1200.19,9,14161,1,approx
1.04,10,24485,1.143143938,approx
5.18,10,21419,1,approx
10.18,10,21801,1.017834633,approx
30.03,10,21419,1,approx
60.03,10,21419,1,approx
300.07,10,21419,1,approx
600.19,10,21419,1,approx
1200.29,10,21419,1,approx
1.08,11,20309,1.489912699,approx
5.08,11,14835,1.088328076,approx
10.1,11,14856,1.089868682,approx
30.16,11,14856,1.089868682,approx
60.11,11,13631,1,approx
300.15,11,13631,1,approx
600.16,11,13631,1,approx
1200.19,11,13631,1,approx
1.2,12,36154,1.201928191,approx
5.25,12,33748,1.121941489,approx
10.21,12,31370,1.042885638,approx
30.23,12,30719,1.021243351,approx
60.24,12,30080,1,approx
300.23,12,30080,1,approx
600.22,12,30080,1,approx
1200.27,12,30080,1,approx
1.07,13,27986,1.221456006,approx
5.17,13,23443,1.023175628,approx
10.22,13,23723,1.035396299,approx
30.17,13,23443,1.023175628,approx
60.07,13,23326,1.018069134,approx
300.19,13,22912,1,approx
600.14,13,23326,1.018069134,approx
1200.28,13,22912,1,approx
1.04,14,24640,1.273253411,approx
5.19,14,23956,1.237908227,approx
10.13,14,20300,1.048987185,approx
30.1,14,20300,1.048987185,approx
60.09,14,20277,1.047798677,approx
300.27,14,20148,1.041132699,approx
600.09,14,20148,1.041132699,approx
1200.17,14,19352,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.24,6,16418,1,approx
5.13,6,16418,1,approx
10.11,6,16418,1,approx
30.26,6,16418,1,approx
60.16,6,16418,1,approx
300.16,6,16418,1,approx
600.15,6,16418,1,approx
1200.04,6,16418,1,approx
1.21,7,24769,1,approx
5.27,7,24769,1,approx
10.09,7,24769,1,approx
30.1,7,24769,1,approx
60.18,7,24769,1,approx
300.18,7,24769,1,approx
600.3,7,24769,1,approx
1200.15,7,24769,1,approx
1.18,8,22562,1,approx
5.04,8,23484,1.040865172,approx
10.16,8,22562,1,approx
30.23,8,22562,1,approx
60.11,8,22562,1,approx
300.17,8,22562,1,approx
600.1,8,22562,1,approx
1200.04,8,22562,1,approx
1.15,9,17853,1.260716051,approx
5.1,9,14161,1,approx
10.08,9,14161,1,approx
30.1,9,14161,1,approx
60.17,9,14161,1,approx
300.25,9,14161,1,approx
600.25,9,14161,1,approx
1200.06,9,14161,1,approx
1.23,10,21634,1.010037817,approx
5.2,10,21419,1,approx
10.24,10,21419,1,approx
30.15,10,21419,1,approx
60.12,10,21419,1,approx
300.04,10,21419,1,approx
600.12,10,21419,1,approx
1200.03,10,21419,1,approx
1.22,11,15282,1.121120974,approx
5.12,11,13631,1,approx
10.23,11,13631,1,approx
30.06,11,13631,1,approx
60.08,11,13631,1,approx
300.17,11,13631,1,approx
600.12,11,13631,1,approx
1200.17,11,13631,1,approx
1.05,12,31602,1.050598404,approx
5.11,12,30080,1,approx
10.23,12,30328,1.008244681,approx
30.2,12,30080,1,approx
60.1,12,30719,1.021243351,approx
300.18,12,30080,1,approx
600.28,12,30080,1,approx
1200.15,12,30080,1,approx
1.26,13,24822,1.08336243,approx
5.23,13,23443,1.023175628,approx
10.08,13,24377,1.063940293,approx
30.21,13,23326,1.018069134,approx
60.14,13,23031,1.005193785,approx
300.08,13,23031,1.005193785,approx
600.08,13,22912,1,approx
1200.28,13,22912,1,approx
1.07,14,24420,1.261885076,approx
5.2,14,22091,1.141535759,approx
10.23,14,20892,1.079578338,approx
30.06,14,20277,1.047798677,approx
60.17,14,20887,1.079319967,approx
300.1,14,19485,1.006872675,approx
600.03,14,19352,1,approx
1200.16,14,19352,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.23,6,16418,1,approx
5.07,6,16418,1,approx
10.13,6,16418,1,approx
30.05,6,16418,1,approx
60.24,6,16418,1,approx
300.27,6,16418,1,approx
600.05,6,16418,1,approx
1200.03,6,16418,1,approx
1.19,7,24769,1,approx
5.18,7,24769,1,approx
10.05,7,24769,1,approx
30.07,7,24769,1,approx
60.18,7,24769,1,approx
300.05,7,24769,1,approx
600.13,7,24769,1,approx
1200.2,7,24769,1,approx
1.21,8,25035,1.109609077,approx
5.03,8,22562,1,approx
10.21,8,22562,1,approx
30.22,8,22562,1,approx
60.17,8,22562,1,approx
300.15,8,22562,1,approx
600.22,8,22562,1,approx
1200.07,8,22562,1,approx
1.27,9,19574,1.382247016,approx
5.16,9,14161,1,approx
10.19,9,14161,1,approx
30.19,9,14161,1,approx
60.08,9,14161,1,approx
300.2,9,14161,1,approx
600.17,9,14161,1,approx
1200.15,9,14161,1,approx
1.14,10,21419,1,approx
5.07,10,21801,1.017834633,approx
10.17,10,21419,1,approx
30.22,10,21419,1,approx
60.11,10,21419,1,approx
300.27,10,21419,1,approx
600.16,10,21419,1,approx
1200.03,10,21419,1,approx
1.2,11,18019,1.321913286,approx
5.04,11,14835,1.088328076,approx
10.13,11,13631,1,approx
30.18,11,14835,1.088328076,approx
60.09,11,13822,1.014012178,approx
300.18,11,13631,1,approx
600.16,11,13631,1,approx
1200.16,11,13631,1,approx
1.19,12,32546,1.081981383,approx
5.03,12,30719,1.021243351,approx
10.18,12,30080,1,approx
30.17,12,30719,1.021243351,approx
60.08,12,30080,1,approx
300.18,12,30080,1,approx
600.06,12,30080,1,approx
1200.1,12,30080,1,approx
1.21,13,27374,1.194745112,approx
5.05,13,24999,1.09108764,approx
10.17,13,23031,1.005193785,approx
30.13,13,23840,1.040502793,approx
60.16,13,22912,1,approx
300.03,13,22912,1,approx
600.09,13,22912,1,approx
1200.15,13,22912,1,approx
1.2,14,23574,1.218168665,approx
5.07,14,22461,1.160655229,approx
10.16,14,21733,1.123036379,approx
30.26,14,19485,1.006872675,approx
60.19,14,20277,1.047798677,approx
300.12,14,20393,1.05379289,approx
600.12,14,19969,1.03188301,approx
1200.16,14,19352,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.23,6,16418,1,approx
5.24,6,16418,1,approx
10.03,6,16418,1,approx
30.19,6,16418,1,approx
60.14,6,16418,1,approx
300.11,6,16418,1,approx
600.09,6,16418,1,approx
1200.04,6,16418,1,approx
1.1,7,26095,1.05353466,approx
5.06,7,24769,1,approx
10.03,7,24769,1,approx
30.03,7,24769,1,approx
60.13,7,24769,1,approx
300.04,7,24769,1,approx
600.23,7,24769,1,approx
1200.09,7,24769,1,approx
1.27,8,22562,1,approx
5.17,8,22562,1,approx
10.13,8,22562,1,approx
30.11,8,22562,1,approx
60.03,8,22562,1,approx
300.11,8,22562,1,approx
600.15,8,22562,1,approx
1200.23,8,22562,1,approx
1.12,9,18025,1.272862086,approx
5.23,9,17853,1.260716051,approx
10.11,9,14161,1,approx
30.05,9,14161,1,approx
60.23,9,14161,1,approx
300.18,9,14161,1,approx
600.23,9,14161,1,approx
1200.17,9,14161,1,approx
1.21,10,21419,1,approx
5.2,10,21419,1,approx
10.14,10,21419,1,approx
30.3,10,21419,1,approx
60.16,10,21419,1,approx
300.09,10,21419,1,approx
600.26,10,21419,1,approx
1200.13,10,21419,1,approx
1.11,11,16286,1.194776612,approx
5.03,11,14856,1.089868682,approx
10.05,11,14835,1.088328076,approx
30.14,11,14835,1.088328076,approx
60.21,11,13822,1.014012178,approx
300.17,11,13631,1,approx
600.2,11,13631,1,approx
1200.04,11,13631,1,approx
1.24,12,34037,1.131549202,approx
5.07,12,31330,1.041555851,approx
10.13,12,31370,1.042885638,approx
30.11,12,31502,1.047273936,approx
60.13,12,30979,1.029886968,approx
300.23,12,30080,1,approx
600.28,12,30080,1,approx
1200.19,12,30080,1,approx
1.05,13,27320,1.192388268,approx
5.03,13,24291,1.060186802,approx
10.25,13,24822,1.08336243,approx
30.12,13,23031,1.005193785,approx
60.1,13,23655,1.032428422,approx
300.16,13,23031,1.005193785,approx
600.24,13,22912,1,approx
1200.22,13,22912,1,approx
1.13,14,23137,1.195587019,approx
5.23,14,20393,1.05379289,approx
10.06,14,20277,1.047798677,approx
30.11,14,21091,1.089861513,approx
60.15,14,20497,1.059167011,approx
300.23,14,19352,1,approx
600.04,14,19352,1,approx
1200.14,14,19352,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.15,6,16418,1,approx
5.08,6,16418,1,approx
10.15,6,16418,1,approx
30.1,6,16418,1,approx
60.16,6,16418,1,approx
300.05,6,16418,1,approx
600.1,6,16418,1,approx
1200.14,6,16418,1,approx
1.13,7,26480,1.069078283,approx
5.03,7,24769,1,approx
10.03,7,24769,1,approx
30.17,7,24769,1,approx
60.03,7,24769,1,approx
300.23,7,24769,1,approx
600.06,7,24769,1,approx
1200.1,7,24769,1,approx
1.13,8,22562,1,approx
5.11,8,22562,1,approx
10.06,8,22562,1,approx
30.16,8,22562,1,approx
60.22,8,22562,1,approx
300.04,8,22562,1,approx
600.2,8,22562,1,approx
1200.03,8,22562,1,approx
1.16,9,17853,1.260716051,approx
5.2,9,14161,1,approx
10.18,9,14161,1,approx
30.24,9,14161,1,approx
60.19,9,14161,1,approx
300.14,9,14161,1,approx
600.09,9,14161,1,approx
1200.03,9,14161,1,approx
1.17,10,23047,1.076007283,approx
5.24,10,21419,1,approx
10.24,10,21419,1,approx
30.11,10,21419,1,approx
60.17,10,21419,1,approx
300.06,10,21419,1,approx
600.03,10,21419,1,approx
1200.25,10,21419,1,approx
1.18,11,19573,1.435918128,approx
5.17,11,14856,1.089868682,approx
10.03,11,14835,1.088328076,approx
30.21,11,14835,1.088328076,approx
60.09,11,13631,1,approx
300.2,11,13631,1,approx
600.21,11,13631,1,approx
1200.22,11,13631,1,approx
1.17,12,33204,1.103856383,approx
5.11,12,33520,1.114361702,approx
10.21,12,30979,1.029886968,approx
30.12,12,30080,1,approx
60.22,12,30719,1.021243351,approx
300.18,12,30080,1,approx
600.09,12,30080,1,approx
1200.15,12,30080,1,approx
1.23,13,23655,1.032428422,approx
5.04,13,23723,1.035396299,approx
10.21,13,24081,1.051021299,approx
30.1,13,23800,1.038756983,approx
60.12,13,23800,1.038756983,approx
300.11,13,22912,1,approx
600.18,13,22912,1,approx
1200.11,13,22912,1,approx
1.09,14,23161,1.196827201,approx
5.05,14,20797,1.074669285,approx
10.23,14,21705,1.1215895,approx
30.12,14,21279,1.099576271,approx
60.2,14,20497,1.059167011,approx
300.17,14,19969,1.03188301,approx
600.17,14,19352,1,approx
1200.19,14,19352,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,1,0,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,2,18508,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
0.04,3,12,1,approx
1.1,4,80,1,approx
5.12,4,80,1,approx
10.17,4,80,1,approx
30.03,4,80,1,approx
60.14,4,80,1,approx
300.03,4,80,1,approx
600.21,4,80,1,approx
1200.17,4,80,1,approx
1.1,5,24959,1,approx
5.12,5,24959,1,approx
10.17,5,24959,1,approx
30.03,5,24959,1,approx
60.14,5,24959,1,approx
300.03,5,24959,1,approx
600.21,5,24959,1,approx
1200.17,5,24959,1,approx
1.19,6,16418,1,approx
5.15,6,16418,1,approx
10.11,6,16418,1,approx
30.23,6,16418,1,approx
60.08,6,16418,1,approx
300.12,6,16418,1,approx
600.16,6,16418,1,approx
1200.19,6,16418,1,approx
1.15,7,24976,1.008357221,approx
5.05,7,24769,1,approx
10.09,7,24769,1,approx
30.27,7,24769,1,approx
60.1,7,24769,1,approx
300.16,7,24769,1,approx
600.22,7,24769,1,approx
1200.03,7,24769,1,approx
1.19,8,22562,1,approx
5.11,8,22562,1,approx
10.08,8,22562,1,approx
30.07,8,22562,1,approx
60.1,8,22562,1,approx
300.18,8,22562,1,approx
600.19,8,22562,1,approx
1200.09,8,22562,1,approx
1.11,9,22164,1.565143705,approx
5.14,9,14161,1,approx
10.05,9,14161,1,approx
30.05,9,14161,1,approx
60.21,9,14161,1,approx
300.07,9,14161,1,approx
600.13,9,14161,1,approx
1200.07,9,14161,1,approx
1.24,10,21634,1.010037817,approx
5.14,10,21419,1,approx
10.11,10,21419,1,approx
30.26,10,21419,1,approx
60.11,10,21419,1,approx
300.09,10,21419,1,approx
600.24,10,21419,1,approx
1200.18,10,21419,1,approx
1.21,11,13822,1.014012178,approx
5.2,11,13822,1.014012178,approx
10.05,11,13822,1.014012178,approx
30.27,11,14835,1.088328076,approx
60.13,11,14835,1.088328076,approx
300.19,11,13631,1,approx
600.17,11,13631,1,approx
1200.03,11,13631,1,approx
1.17,12,33110,1.100731383,approx
5.13,12,30719,1.021243351,approx
10.13,12,30719,1.021243351,approx
30.18,12,30719,1.021243351,approx
60.05,12,30080,1,approx
300.22,12,30328,1.008244681,approx
600.06,12,30080,1,approx
1200.05,12,30080,1,approx
1.03,13,25193,1.099554818,approx
5.09,13,24747,1.080089036,approx
10.03,13,24962,1.089472765,approx
30.22,13,23723,1.035396299,approx
60.2,13,23840,1.040502793,approx
300.06,13,23031,1.005193785,approx
600.21,13,22912,1,approx
1200.12,13,22912,1,approx
1.18,14,24617,1.272064903,approx
5.06,14,22456,1.160396858,approx
10.11,14,21162,1.093530384,approx
30.04,14,22115,1.14277594,approx
60.15,14,20148,1.041132699,approx
300.2,14,19352,1,approx
600.24,14,19352,1,approx
1200.15,14,19352,1,approx
